name,moldb_smiles
Pelitrexol,CC1=C(CC[C@@H]2CNC3=C(C2)C(=O)NC(N)=N3)SC(=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
Piclozotan,ClC1=COC2=CC=CC=C2C(=O)N1CCCCN1CCC(=CC1)C1=CC=CC=N1
Flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
MK-8776,CN1C=C(C=N1)C1=C2N=C([C@@H]3CCCNC3)C(Br)=C(N)N2N=C1
Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2
SGS-742,CCCCP(O)(=O)CCCN
Atracurium besylate,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2
Pazufloxacin,[H][C@]1(C)COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2C1(N)CC1
Phosphate ion,[O-]P([O-])([O-])=O
Mafosfamide,OS(=O)(=O)CCS[C@H]1CCO[P@@](=O)(N1)N(CCCl)CCCl
Sabarubicin,[H][C@]1(N)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])O)O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=CC=CC=C2C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O
Aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
Pruvanserin,FC1=CC=C(CCN2CCN(CC2)C(=O)C2=C3NC=C(C#N)C3=CC=C2)C=C1
Ilepatril,[H][C@]12CCC[C@H](N1C(=O)[C@H](CC1=C2C=CC=C1)NC(=O)[C@@H](SC(C)=O)C(C)C)C(O)=O
Brostallicin,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC(=O)C4=CC(NC(=O)C(Br)=C)=CN4C)=CN3C)=CN2C)C=C1C(=O)NCCNC(N)=N
HSD-016,C[C@@H]1CN(CCN1S(=O)(=O)C1=CC=CC(=C1)[C@@](C)(O)C(F)(F)F)C1=CC=C(F)C=C1C(F)(F)F
Paquinimod,CCN(C(=O)C1=C(O)C2=C(CC)C=CC=C2N(C)C1=O)C1=CC=CC=C1
Laninamivir,[H][C@@](O)(CO)[C@@]([H])(OC)[C@]1([H])OC(=C[C@]([H])(NC(N)=N)[C@@]1([H])N=C(C)O)C(O)=O
CH-5132799,CS(=O)(=O)N1CCC2=C(N=C(N=C12)N1CCOCC1)C1=CNC(=N)N=C1
MK-212,ClC1=NC(=CN=C1)N1CCNCC1
2-Butanol,CC[C@@H](C)O
Phendimetrazine,C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1
Guaiacol,COC1=C(O)C=CC=C1
Sulprostone,CS(=O)(=O)NC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@@H](O)COC2=CC=CC=C2)[C@H](O)CC1=O
Triciribine,[H][C@]1(CO)O[C@@]([H])(N2C=C3C4=C(N=CN=C24)N(C)NC3=N)[C@]([H])(O)[C@]1([H])O
Sincalide,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
OTX-008,CN(C)CCNC(=O)COC1=C2CC3=CC=CC(CC4=CC=CC(CC5=C(OCC(=O)NCCN(C)C)C(CC1=CC=C2)=CC=C5)=C4OCC(=O)NCCN(C)C)=C3OCC(=O)NCCN(C)C
VS-5584,CC(C)N1C(C)=NC2=C(N=C(N=C12)N1CCOCC1)C1=CN=C(N)N=C1
Fumaric Acid,OC(=O)\C=C\C(O)=O
Aclarubicin,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=C(C(O)=CC=C1)C3=O
CX717,O=C(N1CCOCC1)C1=CC2=NON=C2C=C1
Dexamethasone acetate,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
NM-3,COC1=CC(O)=C2C(=O)OC(=CC2=C1)C(C)C(O)=O
Soblidotin,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCC1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
7-beta-Hydroxyepiandrosterone,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@@H](O)CC[C@]12C
Emodin,CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1
TD-139,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)N2C=C(N=N2)C2=CC=CC(F)=C2)[C@H](O)[C@H]([C@H]1O)N1C=C(N=N1)C1=CC(F)=CC=C1
Encainide,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C
Diclazuril,OC1=NC(=O)N(N=C1)C1=CC(Cl)=C(C(C#N)C2=CC=C(Cl)C=C2)C(Cl)=C1
Glyceryl Trierucate,CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC
Carbamoylcholine,C[N+](C)(C)CCOC(N)=O
Evatanepag,CC(C)(C)C1=CC=C(CN(CC2=CC=CC(OCC(O)=O)=C2)S(=O)(=O)C2=CC=CN=C2)C=C1
Iofolastat I-123,OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNCC1=CC=C([123I])C=C1)C(O)=O)C(O)=O
Delparantag,COC1=CC=C(NC(=O)[C@H](CCCCN)NC(=O)C2=CC(NC(=O)[C@H](CCCCN)NC(=O)C3=CC(NC(=O)[C@H](CCCCN)NC(=O)C4=CC(NC(=O)[C@@H](N)CCCCN)=CC=C4OC)=CC=C3OC)=CC=C2OC)C=C1C(N)=O
Umifenovir,CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12
Rebimastat,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C
ATX-914,CC(C)C1=CC=C(C=C1)C1=NC(=O)N(CC2=CC=C3N=C(Br)C=NC3=C2)C2=CC=C(OCC#C)C=C12
UK-432097,[H][C@@]1(O)[C@]([H])(O)[C@]([H])(O[C@@]1([H])N1C=NC2=C(NCC(C3=CC=CC=C3)C3=CC=CC=C3)N=C(N=C12)C(=O)NCCN=C(O)NC1CCN(CC1)C1=CC=CC=N1)C(O)=NCC
CF-102,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NCC3=CC=CC(I)=C3)N=C(Cl)N=C12
"UK-396,082",[H][C@](CCCN)(CC1=CN(CCC)C=N1)C(O)=O
CGI-1842,COC1=CC=C(Br)C=C1NC(=O)NC1=C2C=CN(CC3=CC=NC(N)=C3)C2=CC=C1
Dipraglurant,FC1=CN2C=C(CCC#CC3=CC=CC=N3)N=C2C=C1
Heptanoic Acid,CCCCCCC(O)=O
Medronic acid,OP(O)(=O)CP(O)(O)=O
Dopexamine,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1
CP-195543,O[C@@H]1[C@@H](CC2=CC=CC=C2)COC2=CC(=CC=C12)C1=CC(=CC=C1C(O)=O)C(F)(F)F
Bergapten,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
TAK-733,[H][C@](O)(CO)CN1C=NC2=C(C1=O)C(NC1=C(F)C=C(I)C=C1)=C(F)C(=O)N2C
Ferrous glycine sulfate,[Fe++].NCC([O-])=O.NCC([O-])=O.OS(O)(=O)=O
RAD-140,[H][C@@](C)(O)[C@@]([H])(NC1=C(C)C(Cl)=C(C=C1)C#N)C1=NN=C(O1)C1=CC=C(C=C1)C#N
Liothyronine I-131,N[C@@H](CC1=CC([131I])=C(OC2=CC([131I])=C(O)C=C2)C([131I])=C1)C(O)=O
Piboserod,CCCCN1CCC(CNC(=O)C2=C3OCCCN3C3=CC=CC=C23)CC1
Estazolam,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1
2-octyl cyanoacrylate,CCCCCCC(C)OC(=O)C(=C)C#N
Bevirimat,[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C
Colfosceril palmitate,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
Ioforminol,OCC(O)CNC(=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(N(CC(O)CN(C=O)C2=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C2I)C=O)=C1I
SCY-635,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)(C)O)N(C)C(=O)[C@@H](SCCN(C)C)N(C)C1=O)C(C)C
"3,7,11,15-Tetramethyl-Hexadecan-1-Ol",CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCO
Tulobuterol,CC(C)(C)NCC(O)C1=CC=CC=C1Cl
GSK-690693,[H][C@]1(COC2=C3N(CC)C(=NC3=C(N=C2)C#CC(C)(C)O)C2=NON=C2N)CCCNC1
Azimilide,CN1CCN(CCCCN2C(=O)CN(N=CC3=CC=C(O3)C3=CC=C(Cl)C=C3)C2=O)CC1
Roxatidine acetate,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1
Levorphanol,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
Oxiconazole,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1
SGX-523,CN1C=C(C=N1)C1=NN2C(SC3=CC=C4N=CC=CC4=C3)=NN=C2C=C1
Ritodrine,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1
Propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C
Ioxaglic acid,CNC(=O)C1=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(I)C(N(C)C(C)=O)=C1I
Valnoctamide,CCC(C)C(CC)C(N)=O
Epicept NP-1,CC1=CC(=C(NCCCN)C=C1)[N+]([O-])=O
Hexachlorophene,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl
Atipamezole,CCC1(CC2=CC=CC=C2C1)C1=CN=CN1
1alpha-Hydroxyvitamin D5,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C(C)C
Adenosine phosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1
Chlorprothixene,[H]C(CCN(C)C)=C1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2
L-Baclofen,NC[C@@H](CC(O)=O)C1=CC=C(Cl)C=C1
Balaglitazone,CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=CC=C2C1=O
Reproterol,CN1C2=C(N(CCCNCC(O)C3=CC(O)=CC(O)=C3)C=N2)C(=O)N(C)C1=O
Glycocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCC([O-])=O
Estradiol sulfamate,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS(N)(=O)=O)C=C3CC[C@@]21[H]
Rifamycin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C2O
Dihomo-gamma-linolenic acid,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O
Bromperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1
Sivelestat,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)NCC(O)=O
Guanosine,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
LY-518674,CC1=CC=C(CN2N=C(CCCC3=CC=C(OC(C)(C)C(O)=O)C=C3)NC2=O)C=C1
GW-493838,CC(C)(C)C1=NN=C(O1)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NC3=CC=C(Cl)C=C3F)N=CN=C12
Antimony,[Sb]
Pentoxyverine,CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1
Podofilox,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O
Implitapide,CC1=NC2=C(C3=CC=CC=C3N2CC2=CC(=CC=C2)[C@H](C2CCCC2)C(=O)N[C@@H](CO)C2=CC=CC=C2)C(C)=C1
Tezampanel,[H][C@]1(CCC2=NN=NN2)CC[C@@]2([H])CN[C@@]([H])(C[C@@]2([H])C1)C(O)=O
Tromethamine,NC(CO)(CO)CO
Theanine,[H][C@](N)(CCC(O)=NCC)C(O)=O
2-Iminobiotin,[H][C@]12CS[C@@]([H])(CCCCC(O)=O)[C@@]1([H])NC(=N)N2
Sorbinil,FC1=CC=C2OCC[C@]3(NC(=O)NC3=O)C2=C1
Chlorproguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C(Cl)=C1
Niobium,[Nb]
AICA ribonucleotide,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Gallopamil,COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C
Troxerutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC(OCCO)=C(OCCO)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
Dabigatran,CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(=C2)C(=O)N(CCC(O)=O)C1=NC=CC=C1
Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
D-alpha-Tocopherol acetate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1
RAF-265,CN1C(NC2=CC=C(C=C2)C(F)(F)F)=NC2=CC(OC3=CC=NC(=C3)C3=NC=C(N3)C(F)(F)F)=CC=C12
Dyclonine,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1
Technetium Tc-99m,[99Tc]
Nefiracetam,CC1=CC=CC(C)=C1N=C(O)CN1CCCC1=O
Valtorcitabine,CC(C)[C@H](N)C(=O)O[C@@H]1C[C@H](O[C@H]1CO)N1C=CC(N)=NC1=O
(S)-Warfarin,CC(=O)C[C@@H](C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O
Meprednisone,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
Cidofovir,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
Reserpine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
Nonoxynol-9,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1
Trimetrexate,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
Cysteamine,NCCS
Mitoxantrone,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O
Amprenavir,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
Procarbazine,CNNCC1=CC=C(C=C1)C(=O)NC(C)C
Floxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
Bleomycin,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
Vadimezan,CC1=C(C)C2=C(C=C1)C(=O)C1=CC=CC(CC(O)=O)=C1O2
Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
Amifostine,NCCCNCCSP(O)(O)=O
Alvocidib,CN1CC[C@@H]([C@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl
Penicillamine,[H][C@](N)(C(O)=O)C(C)(C)S
6-O-benzylguanine,N=C1NC2=C(N=CN2)C(OCC2=CC=CC=C2)=N1
L-Lysine,NCCCC[C@H](N)C(O)=O
Glycine,NCC(O)=O
L-Aspartic Acid,N[C@@H](CC(O)=O)C(O)=O
Serine,N[C@@H](CO)C(O)=O
L-Cysteine,N[C@@H](CS)C(O)=O
L-Glutamine,N[C@@H](CCC(N)=O)C(O)=O
Vitamin E,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
Sotalol,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
Zinc,[Zn]
Methylphenidate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
Dextromethorphan,[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C
Water,O
Imiquimod,CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N
Glucosamine,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Patupilone,[H]\C(=C(\C)[C@]1([H])C[C@]2([H])O[C@]2(C)CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1
Ibandronate,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
Mechlorethamine,CN(CCCl)CCCl
Radafaxine,C[C@@H]1NC(C)(C)CO[C@@]1(O)C1=CC=CC(Cl)=C1
Sulindac,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O
"2,4-thiazolidinedione",O=C1CSC(=O)N1
Tilarginine,CNC(=N)NCCC[C@H](N)C(O)=O
Aminosalicylic Acid,NC1=CC(O)=C(C=C1)C(O)=O
Pirfenidone,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
Zileuton,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
Tirapazamine,NC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=N1
Edoxaban,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1
Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
Mifepristone,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
Remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
Paroxetine,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
Methyltestosterone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
Topiramate,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
Tamsulosin,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
Dapoxetine,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C12)C1=CC=CC=C1
Sevelamer,NCC=C.ClCC1CO1
Formoterol,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
Lafutidine,[H]\C(COC1=NC=CC(CN2CCCCC2)=C1)=C(/[H])CN=C(O)CS(=O)CC1=CC=CO1
Tegaserod,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
Oxycodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O
Naloxone,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O
Bifeprunox,O=C1NC2=C(O1)C(=CC=C2)N1CCN(CC2=CC(=CC=C2)C2=CC=CC=C2)CC1
Meloxicam,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
Rabeprazole,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1
Torcetrapib,CCOC(=O)N1[C@H](CC)C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(=O)OC)C2=C1C=CC(=C2)C(F)(F)F
Rotigotine,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1
Dapagliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1
Propranolol,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2
Pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1
Pimecrolimus,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC
Eplivanserin,CN(C)CCO\N=C(\C=C\C1=CC=C(O)C=C1)/C1=CC=CC=C1F
Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2
Cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1
Vorinostat,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O
Riboflavin,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
Cyanocobalamin,[C@H]1([C@@H]2[C@H]([C@@H](N3C4=CC(=C(C)C=C4[N+]([Co-3]456(N7C8=C(C9=[N+]4C(C([C@@H]9CCC(N)=O)(C)C)=CC4=[N+]5C(=C(C5=[N+]6[C@@]([C@]7([C@@H]([C@@]8(C)CCC(=O)NC[C@@]([H])(C)OP([O-])(=O)O2)CC(N)=O)[H])([C@@]([C@@H]5CCC(N)=O)(C)CC(N)=O)C)C)[C@@]([C@@H]4CCC(N)=O)(C)CC(N)=O)C)C#N)=C3)C)O1)O)CO
GSK-256066,COC1=CC=CC(=C1)N=C1C(=CNC2=C1C=C(C=C2C)S(=O)(=O)C1=CC=CC(=C1)C(=O)N(C)C)C(O)=N
Cilazapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O
Terameprocol,COC1=CC=C(C[C@H](C)[C@H](C)CC2=CC=C(OC)C(OC)=C2)C=C1OC
Preladenant,COCCOC1=CC=C(C=C1)N1CCN(CCN2N=CC3=C2N=C(N)N2N=C(N=C32)C2=CC=CO2)CC1
Mecamylamine,CNC1(C)C2CCC(C2)C1(C)C
Rizatriptan,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
Reboxetine,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1
Bepotastine,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
Sulfasalazine,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
Tesofensine,CCOC[C@H]1[C@H]2CC[C@@H](C[C@@H]1C1=CC(Cl)=C(Cl)C=C1)N2C
