drug,ndc
Isosorbid,68084059101
Mirtazapine,13107000130
Propranolol,51079027720
Fluphenazine,51079048620
Lipid Emulsion 20%,00338049102
Docusa,57896042101
Phenytoin Sodium (IV),00143988225
5% Dextrose (EXCEL BAG),00338634602
Lactulose,00054848616
ondansetron HCl,51079052420
Triamcinolone Acetonide 0.1% Ointment,00472030680
Tretinoin 0.1% Cream,00574220120
bisopro,00185077130
Aspirin,00904628889
Gentamicin,00338050741
Famotidine (PO),50268030315
colestipol,00009026002
Olanzapine,00002411633
Lidocaine 4%,00054350547
Carbidopa-Levodopa (25-250),51079078320
Isosorbide Mo,62175011937
Heparin Sodium,63323026201
Tretinoin 0.025% Cream,00574222520
losartan,00006095128
Isosorbide Mon,58177023811
Lipitor,67544024715
Alteplase 1mg/Flush Volume ( Dialysis/Pheresis Catheters ),50242004413
Propranolol LA,51991081901
levothyr,00074434113
LaMICtal,00173064255
diltia,00258368790
megestrol,49884090738
Methado,00904653061
Lidocaine 2% P.f.,63323049527
Multi Vitamin,50383068304
Promethazine,00574723412
Lovastatin,54458087110
Durezol,00065924007
CeFAZolin,00338350341
leflunomide,60505250201
Lidocaine Jelly 2% (Urojet),25021067376
Docusate Sodiu,00904224461
RisperiDONE (Disintegrating Tablet),59746002022
Paroxetine,00904567761
Pancrelipase 5000,39822020501
Zonisamide,62856068010
Fish Oil (Omega 3),68094010961
Temozolomide,00085143001
Sulfameth/Trimethoprim SS,53746027101
Aminocaproic Acid 25 % Oral Rinse,61748004416
Halop,51079073420
Clonidine TTS 2 Patch,00597003212
Atazanavir,00003362312
Potassium ,76439034310
Phenazopyridine HCl,00904792260
effexor,00008083303
calcitriol,23155011801
Thiamine,51645090501
levothyroxine,00074434113
Albumin ,00944049302
Hydrocortisone Acetate Suppository,00574709012
*NF* Entacapone,00078032705
LevETIRAcetam Oral Solution,63739041110
Maribavir 100mg,0
Morphine Sulfate,68094000162
LORazepam,63739050010
CeftazIDIME,00173037934
Hepatitis A Vaccine,58160082611
Alcohol Dehydrated,17478050305
nystatin,00121478505
Ampicillin Sodium,00781340895
GlyBURIDE,00009035201
Adderall,54092038701
ammonium,00245002322
Diltiaz,00258369090
eltrombopag,00007464013
Sunitinib,00069077038
Ciprofloxacin IV,00085175502
lidocaine (PF),63323049089
NIFEdipine (Extended Release),10370067701
Morphine Sulfat,00054858516
DiCYCLOmine,54569041702
Codeine Sulfate,00409109732
Albumin\, Human 25 %,44206025110
AcetaZOLamide S.R.,51285075402
Ondanset,51079052420
hydrocort,00904016012
Ethacrynate Sodium,00006362050
Acarbose,00054014120
Talc (Sterile) + Lidocaine 1%,63256020005
Isosorbide Mononitrate,58177023811
ARIPiprazole,59148000935
nitroglycerin,00071041724
Aquaphor Ointment,72140003147
Gleevec,00078040105
heparin (porcine),63323054011
Azopt 1% Ophth  (*NF* ),00065027510
Lidocaine 1%/Epinephrine 1:100000,00409317803
LevETIRAcetam,51991065116
Tetanu,49281029110
Benztropine Mesylate,76385010401
Quetiapine Fumarate (Seroquel),00904627761
lidocaine HCl,00409471332
Enalaprilat,00409212288
EPINEPHrine Auto Injector,49502050002
Colesevelam,65597070118
Tucks,42002030001
Venlafaxi,00008083303
sotalol,60505008000
Ampicillin,00904401408
Bisoprolol Fumarate,00185077130
MetFORMIN (Glucophage),00904668961
Nystatin,00121478505
Carvedilol,51079093020
Sevelamer,58468002001
Nifedical XL,00069265041
Lidocaine,00409427501
Cycloserine,00002060440
clopidogrel,0
bicalutamide,00093022056
Fenofibrate,00074612290
Cocaine HCl,00054315440
Propranolol,00904655061
hydrOXYzine HCl,00182137640
Morphine SR (MS Contin),00406839062
OLANZapine,00002445485
Bismuth Subsalicylate,00904131309
Maalox,0
atomoxetine,00002322830
Leucovorin Calcium,55390000901
Aspirin (Buffered),00904201559
Phytonadione,43598040516
Naproxen,00004631301
Xarelto,50458057910
Doxycycline Hyclate,00143314250
CeftriaXONE Desensitization,00781320895
fenofi,00074612390
NS (Irrigation Bottle),00264220100
Merc,57844052206
Lansoprazole Oral Disintegrating Tab,00300154111
MetFORMIN (Glucophage),62584025901
Escitalopram,68084061701
leva,63402051224
Clopidogrel,63653117103
linaCLOtide,00456120230
Multivitamins,00245008201
Cladribine,63323014010
Emsam,49502090030
Morphine Sulfate,00409189001
Adenosine Liver Flush,25021030102
Oxaliplatin,61703036322
Ins,00169750111
Levocarnitine,54482014701
Imatinib Oral Suspension,00078043815
Lidocaine 4%,63323049089
GlyBUR,00093947753
D25W,0
Disopyramide Phosphate,00025274234
docusate sodium,00121054410
Ond,00781523864
methylnaltrexone,00008121801
Procardia XL,67767015101
DiCLOXacillin,00093312501
Foscarnet Sodium,00409386302
Ascorbic Acid,00904052560
Aerogen Syringe (SW),0
Testosterone Gel 1%,00051842530
Eplerenone,00025172003
PrevACID SoluTab,64764054411
Paliperidone,50458055010
Amitriptyline,00904020261
Metoprolo,00186109239
terazosin,00904565261
Clozapine,00078012606
Dorzolamide 2%/Timolol 0.5% Ophth.,00006362836
Rocuronium,00409955810
EPINEPHrine Auto Injector,49502050001
Epidural Bag,0
Finasteride,68084024711
Neomycin/Polymyxin B Sulfate,39822120102
5% Dextrose,00409792209
ascorbic acid,00904052361
Albuterol Sulfate,00173068254
cromolyn,18860067870
DOXOrubicin,00069303220
Diltiazem Extended-Release,00258368890
Leuprolide Acetate,00300334601
LamiVUDine,49702020548
Choline Magnesium Trisalicylate,50111052801
Loraze,00904150061
Atorvastatin 40 mg capsule,68084058901
MOD-HYDROmorphone,59011045210
LaMIVudine,66993047860
Gentamicin 0.3% Ophth. Soln,60758018805
Mycophenolate,51079050920
MethylPREDNISolone Sodium Succ,00009004722
Bupivacaine 0.50%-Epinephrine,00409904502
Lepirudin,50419015057
Dapsone,49938010201
ZIPRASidone Hydrochloride,00049399041
Infliximab Desensitization,57894003001
Methimazole,60793010401
Divalp,68084031301
Leucovorin Calcium,25021081430
Nicotine Patch,00067512514
Neutra-Phos,60258000601
ZIPRASidone Hydrochloride,00904626908
SulfADIAZINE,00185075701
Benztropine,00904105661
Volumen (Barium Sulfate 0.1% Suspension),32909094503
MethylPREDNISolone Sodium Succ,00009338901
Tobramycin,63323030655
Heparin (CRRT Machine Priming),00641040012
Dactinomycin,67386081155
Prednis,60432021208
Budesonide,00378715501
BuPROPio,33358036430
Artificial Tear Ointment,00023050601
Bumet,00641600810
OXcarbazepine,00054009720
Brivaracetam,50474097075
RISperidone,60505258500
*NF* Olmesartan Medoxomil,65597010330
Insulin Glargine  (CVICU Protocol),00088222033
Bactroban,00029152725
Verapa,00172428000
butalbital-acetaminophen-caff,68084039601
Tofacitinib,0
INV-CycloPHOSPHAMIDE,10019095616
Hepatitis B Immun Globulin (HepaGam B),70504005102
Carbamazepine ER,00083006130
Tretinoin Suspension,00555080802
Lidocaine 1% P.F.,63323049257
LevETIRAcetam - STAT Dose,00143967325
Cisatracurium Besylate,00074438220
Heparin (IABP),00338043103
Carbamazepine XR,00078051105
Famciclovir,00054019813
sodium chlor,00256015201
Eptifibatide,00085113601
CycloSPORINE (Sandimmune),00078027422
pneumoc 13-val conj-dip cr(PF),00005197101
Morphine Sulfate ,00054023624
Acyclovir,00093894701
Sacubitril-Valsartan (49mg-51mg),00078077720
naproxen sodium,00904553561
*NF* Dornase Alfa Inh. Soln.,50242010040
Methylprednisolone ACETATE,00009307303
PHENObarbital Alcohol Withdrawal Dose Taper (Days 2-7),00603150858
Albumin 5,68516521402
Albuterol Sulfate,59310057920
Calcium Citrate + D,16500053504
Zonisamide Suspension,00378672705
Finasteride,51079052020
Sustiva,00056051030
Ranolazine ER,45963041806
Sargramostim,00024584305
Lubiprostone,64764008060
Nivolumab,00003377412
Cosyntropin,00548590000
benzon,67877010501
RisperiDONE,50458060128
Fluocinolone,00168006460
Mirtazapine,00093720656
INV-Pembrolizumab,00006302602
Trifluridine 1% Ophth Soln.,61314004475
Mycopheno,00078038566
Fluphenazine,00003080110
Terlipressin,0
Timoptic-XE,61314022705
Carbidopa-Levodopa (25-100),47335018788
tiotropium bromide,00597007575
MetFORMIN ,00904579461
PENTobarbital Sodium,76478050120
Lena25inv,59572041521
Fleet Mineral Oil,11917007645
ampicillin,52959013003
Rituximab Desensitization,50242005306
Fluvoxamine,51079099220
Ibuprofen Suspension,50580060150
Diltiazem Extended-Release,00456261563
emtri,61958060201
Ranolazine ER,61958100301
vera,58016050902
Carfilzomib,76075010101
darbepoetin alfa in polysorbat,55513005701
Aminocaproic Acid,49411005030
Betamethasone Na. Phos/Acet,00085056605
enalapril ,00093002610
Phenytoin Infatab,51079090520
CefTRIAXone,60505075304
Ethanol 70% Catheter DWELL (Tunneled Access Line),00517857510
LamoTR,00093046301
HYDROmorphone (Dilaudid),00574722406
Nesiritide,65847020525
Carbidopa-Levodopa (25-100) ODT,51079075620
bisop,00185077130
Sodium Chloride,63323018730
nitrofurant,51079034820
Moxifloxacin 0.5% Ophth (*NF*),00065401303
Biscolax,00574705050
ketorolac,17478020910
Mesalamine DR,00430075227
divalproex,68084031301
Propranolol,00046047081
Amiodarone,55390005710
Hydrocortisone Cream 1%,00904762331
INV-Clopidogrel,63653117103
nystatin,00003059320
Vial,0
5 Syringes (NS),0
Dilt,00258368790
Azacitidine (Subcut),59572010201
Geodon,00049398041
Tresiba FlexTouch U-200,00169255013
D5W,00338001704
dilt,00456261563
VinCRIStine (Oncovin),61703030916
Lox,51079090220
Tetanus Immune Globulin,13533063402
NexIUM,00093645056
Salsalate,52152001902
LeVETiracetam Oral Solution,50474059540
ketorolac,58177030104
Methylene Blue,00517031010
Verap,51079086920
lur,63402030410
Diphenhyd,00904530661
dorzolamide,61314001910
Carbidopa-Levodopa (25-250),63739004810
Sumatriptan Succinate,00173044902
Niacin sr,00536407701
EPINEPHrine,00409724101
Amphetamine Salt Combo,54092038101
azelastine,00037024130
Levonorgestrel,51285016288
Labetalol,55390013020
Dapsone,49938010101
Phenylephrine 2.5 % Ophth Soln,61314034202
OLANZapine,55111026281
Synthroid,00074518211
Erythromycin 0.5% Ophth Oint,17478007031
BuPROPio,00591083960
5% Dextrose,00338001711
fosinopril,00087120213
Ondansetron,60505613005
Metoprolol Tartrate,70860030005
Ibuprofen,00904585361
ursodiol,00591315901
Mestinon Timespan,00187301330
Metamucil Fiber Singles,00224185530
Atovaquone Suspension,68180028201
SulfaSALAz,59762010401
Glycopyrrolate (CVICU Reversal Protocol),70069001225
Diltia,55390056605
Simvastatin,00904580061
BuPROPi,00591083960
Atovaquone,00173054700
CARBOplatin,25021020251
HumaLOG,00002751001
temozolomide,00085143001
erythrom,48102000811
Test,52544007660
MEDROL,00009004902
Sod,0
Hydrocortisone,59762007301
Rosuvastatin,00310075239
synth,00074662411
PENTobarbital Sodium,76478050150
Pletal,51079042420
RisperiDONE (Disintegrating Tablet),65162067384
vitamin,00223197101
fentaNYL citrate (PF),00409909422
Loraz,51079038620
Mupirocin Cream 2%,00029152725
Buprenorphine-Naloxone (8mg-2mg),65162041603
Aranesp SureClick -Polysorbate,55513002504
Voltaren,00781178501
Nitroglycerin SL,68462014645
scopolamine HBr,63323026801
Lorazepam 2 mg syringe ,00409198530
Acetaminophen (Liquid),00182844789
LaMICtal XR,00173064255
tetracycline,23155001701
Leuprolide Acetate,00024079375
Dexametha,00054817525
Albumin ,00944049505
enalapril maleate,00904561061
Clobetasol Propionate 0.05% Cream,51672125902
Bacitracin/Polymyxin B Sulfate Opht. Oint,00168027338
prev,00126008802
Lorazepam,00904600861
Buprenorp,00054017613
Dexa,00054817525
Abacavir Oral Solution,68084002121
Propranolol HCl,00046047081
Metoclopramide,00409341401
Morphin,00054023524
Erlotinib,50242006201
Iloperidone,43068011304
NIFEdi,00093527201
Zinc Oxide Diaper Cream,42254029002
Benzonatate,63739002910
Aspirin Desensitization (Urticaria/Angioedema),00904404073
Albumin 5% (,00944049101
Nortriptyline,51672400205
CloniDINE,00904565661
atorvastatin 40 mg capsule,54868422900
zonisamide,62856068010
Gastrocrom,18860067870
Dextrose 5%,00338001702
Prochlorperazine Maleate,51079054120
Triamcinolone Dental Paste,51672126705
Loraze,00409198530
InFLIXimab,57894003001
wellb,00591083960
Insulin ,00169183311
Midazolam,70860060110
RiTONAvir,00074194063
lidocain,17478071110
metoprolol tartrate,36000003310
Trifluoperazine HCl,00781103213
Pyridostigmine,00187301220
Heparin Sodium,00409779362
Potassium Chloride (Powder),76439034310
Lisinopril,00591040701
Sodium Chloride 3% (Hypertonic),0
Diphenhyd,00121048910
HydrALAZINE,00904644061
Oxycodone SR (OxyconTIN),59011010020
Zinc Chloride,00409409001
clonazepam,57664027408
LevoFLOXacin,00045006701
DASatinib,00003085222
Heparin,63323054201
Cortroyson,0
glipiZIDE,51079081120
nystatin,51672126302
Moxifloxacin 0.5% Ophth (*NF*),65862084003
LevETIRAcetam,00904605161
abiraterone,0
*NF* Nilotinib,00078059287
Calcium Acetate,59730640201
Zolpidem Tartrate,00054008620
Morphine Sulfate ,66479056012
Heparin Flush (10 units/ml),08290306414
Epinephrin,49502050001
Entecavir Oral Solution,65862084230
anakINRA,66658023428
Cilostazol,00054002821
BusPIRo,51079098620
Nateglinide,00078035105
Morphine Sulfate,00641612725
bupivacaine,00409116201
Aquaphor,54162050001
Clofazamine,51927371900
NIFEdipine CR,10370067801
Vancomycin,00002735501
Fluorescein,00065009205
Carbamazepine Suspension,68094021462
Phytonadione,00409915701
Carbamazepine,51672412401
CefTRIAXone,00781320695
Levofloxacin,00045006601
Enalaprilat,00703841104
Dexamethasone ,00998061505
CISplatin,44567051001
Memantine,63629338303
Lidocaine 2% P.f.,55150016402
Furosemide,36000028225
1,00409427601
Migergot,00781540501
INV-OTL-38,0
Isosorbide Mononit,58177022211
Wellbutrin XL,00173094755
INV-Abatacept,00003218710
Heparin CRRT,00264958720
Azithromycin,00904640506
sevela,58468002101
Methylnaltrexone,65649055102
Diltiazem,00456261490
OxyCODONE (Immediate Release),68084035401
Aluminum Hydroxide Suspension,16837086012
Niacin (niacinamide),00904420260
neupogen,55513053010
clobetasol,51672125902
benzo,63739002910
Isosorbide Mononitra,68084059201
Niacinamide s,00536406801
Altepla,50242004413
Risperidone,51079046220
Bume,00409141210
ofloxacin,11980077905
FLUoxetine,68084060501
Glyburide/Metformin (1.25mg-250mg),00172571010
Estradiol,00591052801
CellCept,00004026001
Lidocaine,76329301205
Depakote,00074621411
Rifampin,51079089020
Clobetasol Propionate 0.05% Cream,00168016230
prednisol,60432021208
Levetiracetam Patch for Allergy Testing,00143967310
Norgestrel-Ethinyl Estradiol,52959046004
Simvastatin,51079045420
Lidocaine 1% P.f.,00409427001
HYDROmorp,76045000905
buprop,10370010103
sitagliptin,00006011231
Theophylline (Oral Solution),49708064490
mesalamine,00430078327
sirolimus,00008103006
Bicitra,00802396216
citalopram,54838054070
Ergocalciferol (Vitamin D2),00223197101
HydrALAzine,63739012710
Lac-Hyd,45802052555
Epinephrine 1:1000,00409724101
MethylPREDNISolone,00009002001
polyvinyl alcohol,11980002515
Andexxa,69853010201
Cephalexin,51079060520
Clopidogrel,00904629461
Ursodiol,52544093001
Vimpat,00131248035
Mineral Oil,11917007645
Lidocaine 1%,00409427001
Diphenoxylate-Atropine,59762106101
Sodium CITRATE 4%,0
Isosorbide ,00228263111
flutic,00054327099
Acyclovir,50268006115
Bupivacaine,55150016910
Tobramycin 0.3% Ophth Soln,17478029010
benz,60687034601
irbesartan,68180041109
CARVedilol,00904630261
chlorh,17856200205
Oxazepam,63857032810
HydrALAzine,63323061401
Levothyroxine Sodium,00074455211
Ursodiol,60687010001
Levoxyl,52604512501
Hyoscyamine Sulfate,58177025504
uridine triacetate,69468015104
Lidocaine 1%,63323049227
Morphine Sulfate (Concentrated Oral Soln),58177088601
Sertraline,00172567310
Tranexamic ,67457019710
Hepatitis A Vaccine,58160082652
Aspirin 81mg (1cap),00904404073
Oseltamivir Phosphate,00004080085
Calcitonin Salmon,00078014923
carafate,63739026110
Clindamycin,47781046570
Melphalan,52609300100
Amitriptyline HCl,51079010720
Aminocaproic Acid 25 % Oral Rinse,00409434673
Aspirin-Caffeine-Butalbital,00591321901
Mupirocin Nasal Ointment 2%,45802011222
amLODIPine,68084025901
meclizine,51079008920
Erythr,00074636902
Lidocaine,00338040903
Potassium Chloride,69543037910
Sodium,00904386575
Albumin 25% (12.5g / 50mL),52769025105
Flurbiprofen 0.03%,11980080103
Carbamazepine,00904385561
Insulin Aspart,00169750111
sulfameth,49999064990
Hydromorphone (Oral Solution) 1 mg/1 mL,42858030416
Keppra XR,00904600161
losartan,68084034701
Potassium Chloride Replacement (Oncology),58177020211
QuiNIDine Gluconate E.R.,53489014101
Diflucan,59762503001
Aspirin Desensitization (AERD),63739002401
Albumin 5% (25g / 500mL),67467064301
DICYCLOMine,00378161001
Insulin Syringe U-500,08290326730
Heparin Sodium,63323054207
Multivitamins,54643564901
Fulvestrant,00310072010
Norvasc,51079045120
Creon 20,00032121001
Penicillamine,25010070515
hydromo,61553020648
Ferric Gluconate,00591014926
Methazolamide,00781107101
sevelamer CARBONATE,60687032865
Benzonatate,58177009111
Testosterone 5mg Patch,52544047030
Aspirin Desensitizati,00904404073
Eplerenone,59762171002
Hydrocortisone Na Succ.,00009001103
Tobramycin Inhalation Soln,65162091446
Fentanyl PCA,61553011841
Sildenafil,65162035109
Ascorbate Sodium,00409339732
Gabapentin,63739037610
Divalproex (EXTended Release),68084077601
Triamterene-Hydrochlorothiazide,00591042405
Eplerenone,00378103093
lamiVUDine,54569550100
LeVETiracetam,62756051344
triamcinolone acetonide,00075006037
Divalproex (DELayed Release),60687021121
Dexmedetomidine,42023014625
Zonisamide Suspension,16590025230
Bacitracin,00009023301
Bacitracin,00009023303
Midodrine,00245021111
Clindamycin,00168020360
DULoxetine DR,00904645204
azithromycin,54569452202
Dantrolene Sodium,00149073402
mupirocin calcium,00029152725
Methotrexate Sodium,63323012250
Linezolid Antibiotic Lock,00009514004
Metoprolol,55390007310
Dakins 1/4 Strength,00436067216
Flunisolide Inhaler,00456067299
morp,00054051744
Ondansetron ODT,62756035664
Nabumetone,68084005101
Aveeno Bath,24385013395
artifi,11980002515
Posaconazole Delayed Release Tablet,00085432402
Skelaxin,60793013601
Povidone,67618015001
Ibuprofen,00182181089
Sulfacetamide 10% Ophth Soln.,24208067004
Epoetin Alfa,55513012610
Hepatitis B ,00006498100
Cepacol,11509021265
Valproic acid (Depakene brand),68094019361
Heparin Flush (100 units/ml),08290306513
Sertraline,68084018001
5% Dextrose,00409792203
rocuronium,00703239403
Amaryl,00039022110
zaleplon,00008092681
Alphagan P,00023917705
Amoxicill,66685100101
NORepinephrine,61553012011
ZOFRAN ODT,62756035664
Ampicillin Desensitization,00781340495
PHENYLEPHrine,61553034633
Levofloxacin,50458016601
Fentanyl Patch,60505700602
Docusate,00904224461
Docusate Sodi,00904224461
Ampicillin-Sulbactam,63323036920
MVI,00904053061
PALIperidone ER,50458055401
Aminocaproic,00409434673
Midazolam,00409230801
Glatiramer,00088115330
Cephalexin,00143989701
Abacavir Oral Solution,49702022248
ARIPiprazole,00904651061
D10W,00338002302
BenGay Greaseless,74300000539
Formoterol,00085140101
ropivacaine (PF),00186085954
eucer,54162060002
Iron Sucrose,00517234010
denos,55513071001
Patient Own Narc A,0
LevETIRAcetam - STAT Dose,39822400001
MetFORMIN,23155010201
Flucytosine,64980017901
PHENObarbital Oral Soln,00603150858
Emsam,49502090230
OXcarbazepine,00054009920
INV-Thiamine,63323001302
Prazosin,51079063220
CeFAZolin Desensitization,44567070725
OLANZapine,00517095501
Megestrol,49884090738
